date,LAT,LON
2021/3/3 21:00,48.43150977,-123.376277
2021/3/3 22:00,48.43150066,-123.3762611
2021/3/3 23:00,48.43150997,-123.3762691
2021/3/4 0:00,48.43149549,-123.376266
2021/3/4 1:00,48.43151098,-123.3762694
2021/3/4 2:00,48.43147,-123.37632
2021/3/4 3:00,48.43146133,-123.3763084
2021/3/4 4:00,48.43148999,-123.3763101
2021/3/4 5:00,48.43145128,-123.3762989
2021/3/4 6:00,48.43146973,-123.3763202
2021/3/4 7:00,48.43147208,-123.3763061
2021/3/4 8:00,48.43151325,-123.3762706
2021/3/4 9:00,48.43151,-123.3762706
2021/3/4 10:00,48.43153656,-123.3762376
2021/3/4 11:00,48.43149027,-123.3762572
2021/3/4 12:00,48.43149687,-123.3762367
2021/3/4 13:00,48.43149976,-123.3762604
2021/3/4 14:00,48.43151258,-123.3762577
2021/3/4 15:00,48.43147614,-123.3763494
2021/3/4 16:00,48.43146971,-123.37633
2021/3/4 17:00,48.43144868,-123.3762936
2021/3/4 18:00,48.43147967,-123.3762994
2021/3/4 19:00,48.43148037,-123.3763076
2021/3/4 20:00,48.43147629,-123.3762946
2021/3/4 21:00,48.43150136,-123.3762702
2021/3/4 22:00,48.4315109,-123.3762429
2021/3/4 23:00,48.43150058,-123.3762602
2021/3/5 0:00,48.43149003,-123.37626
2021/3/5 1:00,48.43150993,-123.3762513
2021/3/5 2:00,48.43151848,-123.3762718
2021/3/5 3:00,48.43149004,-123.3762612
2021/3/5 4:00,48.4314688,-123.3763077
2021/3/5 5:00,48.43146879,-123.3763182
2021/3/5 6:00,48.4314722,-123.3763082
2021/3/5 7:00,48.43147998,-123.3763204
2021/3/5 8:00,48.43150076,-123.3762685
2021/3/5 9:00,48.43150019,-123.3762404
2021/3/5 10:00,48.43151005,-123.37626
2021/3/5 11:00,48.43151,-123.37624
2021/3/5 12:00,48.43149775,-123.3762607
2021/3/5 13:00,48.43151269,-123.3762602
2021/3/5 14:00,48.4315212,-123.3762593
